Player Name,Team,rush_att,rush_yds,rush_tds,rec_att,rec_yds,rec_tds,fumbles,fpts
Peyton Barber,TB,9.2,33.6,0.2,1.2,6.8,0.0,0.1,5.8
Jordan Wilkins,IND,6.7,40.5,0.1,1.0,6.8,0.0,0.1,5.7
Frank Gore,BUF,9.9,38.2,0.1,1.1,8.6,0.0,0.1,5.5
Jordan Howard,PHI,8.8,33.5,0.2,1.0,5.6,0.0,0.1,5.4
Patrick Laird,MIA,3.8,15.6,0.1,2.2,18.4,0.0,0.1,4.9
Giovani Bernard,CIN,4.9,18.2,0.1,1.9,15.8,0.0,0.1,4.6
Chris Thompson,WAS,4.1,15.2,0.0,2.1,16.8,0.1,0.1,4.6
Ty Johnson,DET,5.8,22.9,0.1,1.5,8.7,0.0,0.1,4.3
Gus Edwards,BAL,7.2,34.5,0.1,0.4,1.5,0.0,0.0,4.3
Qadree Ollison,ATL,5.3,18.4,0.1,1.4,8.8,0.0,0.1,4.3
Jalen Richard,OAK,2.7,11.4,0.0,2.3,17.8,0.0,0.1,4.2
Jeff Wilson,SF,5.5,22.3,0.1,1.2,5.6,0.0,0.1,3.9
Tony Pollard,DAL,5.1,20.4,0.1,1.3,8.7,0.0,0.1,3.9
Dare Ogunbowale,TB,1.7,6.2,0.0,2.5,17.5,0.0,0.0,3.8
Dion Lewis,TEN,3.6,14.9,0.0,2.0,12.4,0.0,0.1,3.8
DeAndre Washington,OAK,3.9,14.4,0.1,1.6,9.9,0.0,0.0,3.6
Ryquell Armstead,JAC,4.2,15.4,0.0,1.3,8.5,0.0,0.0,3.5
Benny Snell Jr.,PIT,5.6,21.2,0.1,0.8,5.7,0.0,0.1,3.5
Bilal Powell,NYJ,4.7,19.5,0.0,1.1,5.8,0.0,0.0,3.3
Boston Scott,PHI,5.0,19.4,0.0,0.8,4.6,0.0,0.0,3.1
Rashaad Penny,SEA,4.4,18.3,0.1,1.0,4.7,0.0,0.1,3.0
Kyle Juszczyk,SF,0.7,2.2,0.0,2.1,16.5,0.0,0.1,3.0
Kenjon Barner,ATL,3.6,15.4,0.1,1.0,6.0,0.0,0.1,3.0
Jay Ajayi,PHI,4.7,18.9,0.0,0.7,3.4,0.0,0.0,2.8
Matt Breida,SF,5.0,16.5,0.0,1.2,5.0,0.0,0.0,2.7
Malcolm Brown,LAR,4.2,16.2,0.1,0.2,2.8,0.0,0.0,2.4
Myles Gaskin,MIA,2.4,8.1,0.0,1.2,7.9,0.0,0.0,2.3
Brandon Bolden,NE,1.6,7.0,0.1,0.9,5.6,0.0,0.0,2.2
Darrell Henderson,LAR,3.5,13.2,0.0,0.7,4.3,0.0,0.0,2.1
Justice Hill,BAL,3.3,12.6,0.0,0.7,3.7,0.0,0.1,2.1
Wayne Gallman,NYG,2.7,9.8,0.0,0.8,5.2,0.0,0.0,2.0
Dontrell Hilliard,CLE,1.3,4.7,0.1,0.8,5.2,0.0,0.0,1.8
Ty Montgomery,NYJ,1.9,7.1,0.0,0.9,5.8,0.0,0.0,1.8
Devontae Booker,DEN,1.7,6.5,0.0,0.9,6.1,0.0,0.0,1.8
Wendell Smallwood,WAS,2.0,6.8,0.0,0.9,5.8,0.0,0.0,1.7
C.J. Prosise,SEA,1.8,4.9,0.0,1.0,5.5,0.0,0.0,1.7
Reggie Bonnafon,CAR,2.3,8.4,0.0,0.5,2.6,0.0,0.0,1.4
Patrick DiMarco,BUF,1.4,4.6,0.0,0.8,4.9,0.0,0.0,1.4
Ryan Nall,CHI,2.0,6.3,0.0,0.6,2.9,0.0,0.0,1.4
Dan Vitale,GB,0.8,2.5,0.0,0.8,6.0,0.0,0.0,1.3
Alex Armah,CAR,0.8,5.2,0.0,0.5,2.1,0.0,0.0,1.2
Alec Ingold,OAK,1.7,5.0,0.0,0.5,2.3,0.0,0.0,1.0
Trayveon Williams,CIN,1.9,6.1,0.0,0.5,1.8,0.0,0.0,1.0
Travis Homer,SEA,1.3,4.7,0.0,0.3,1.7,0.0,0.0,1.0
Mike Davis,CAR,1.7,5.7,0.0,0.5,2.0,0.0,0.0,1.0
Andy Janovich,DEN,1.6,4.7,0.0,0.7,2.0,0.0,0.0,1.0
T.J. Yeldon,BUF,1.5,4.9,0.0,0.4,2.5,0.0,0.0,0.9
Patrick Ricard,BAL,0.1,0.3,0.0,0.6,3.8,0.0,0.0,0.9
Josh Adams,NYJ,1.7,5.5,0.0,0.4,1.4,0.0,0.0,0.9
D'Ernest Johnson,CLE,0.7,3.1,0.0,0.4,2.3,0.0,0.0,0.9
Kerrith Whyte,PIT,1.1,4.0,0.0,0.3,1.3,0.0,0.0,0.8
Dwayne Washington,NO,1.4,4.5,0.0,0.4,1.6,0.0,0.0,0.8
Buddy Howell,HOU,1.4,4.7,0.0,0.3,1.2,0.0,0.0,0.8
Elijhaa Penny,NYG,1.6,4.6,0.0,0.4,1.4,0.0,0.0,0.8
Damien Harris,NE,1.3,4.3,0.0,0.4,1.2,0.0,0.0,0.7
Chandler Cox,MIA,0.7,2.0,0.0,0.4,3.0,0.0,0.0,0.7
De'Lance Turner,MIA,1.0,3.2,0.0,0.3,1.7,0.0,0.0,0.7
Tyler Ervin,JAC,0.7,2.3,0.0,0.4,2.0,0.0,0.0,0.7
T.J. Logan,TB,0.7,2.4,0.0,0.4,2.1,0.0,0.0,0.6
Keith Smith,ATL,0.6,2.0,0.0,0.4,1.9,0.0,0.0,0.6
Michael Burton,WAS,0.5,2.0,0.0,0.3,2.1,0.0,0.0,0.6
Jordan Scarlett,CAR,0.9,3.0,0.0,0.4,0.9,0.0,0.0,0.6
Jamize Olawale,DAL,0.7,2.1,0.0,0.3,1.4,0.0,0.0,0.5
Devine Ozigbo,JAC,0.6,1.9,0.0,0.3,1.0,0.0,0.0,0.4
Dexter Williams,GB,0.3,1.3,0.0,0.1,0.4,0.0,0.0,0.3
Nick Bellore,SEA,0.1,0.1,0.0,0.1,1.5,0.0,0.0,0.2
Cullen Gillaspia,HOU,0.3,1.0,0.0,0.1,0.7,0.0,0.0,0.2
Senorise Perry,BUF,0.4,1.2,0.0,0.1,0.5,0.0,0.0,0.2
Javorius Allen,NYG,0.3,1.2,0.0,0.0,0.2,0.0,0.0,0.2
Khari Blasingame,TEN,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.2
Roosevelt Nix,PIT,0.2,0.6,0.0,0.1,0.3,0.0,0.0,0.1
Dalyn Dawkins,TEN,0.2,0.6,0.0,0.0,0.3,0.0,0.0,0.1
Taiwan Jones,HOU,0.0,0.0,0.0,0.1,0.6,0.0,0.0,0.1
