Player Name,Team,rec_att,rec_yds,rec_tds,rush_att,rush_yds,rush_tds,fumbles,fpts
Michael Thomas,NO,8.6,96.3,0.7,0.0,0.0,0.0,0.1,22.4
DeAndre Hopkins,HOU,7.2,89.8,0.7,0.0,0.0,0.0,0.1,20.4
Cooper Kupp,LAR,6.4,76.9,0.6,0.3,1.7,0.0,0.1,17.9
Stefon Diggs,MIN,5.7,79.2,0.7,0.4,2.4,0.0,0.1,17.8
Chris Godwin,TB,5.9,82.4,0.6,0.1,0.5,0.0,0.1,17.7
Tyler Lockett,SEA,5.4,72.2,0.7,0.6,3.5,0.0,0.1,17.0
Julio Jones,ATL,6.0,78.8,0.5,0.1,0.7,0.0,0.1,16.6
Kenny Golladay,DET,5.1,79.8,0.6,0.1,0.5,0.0,0.0,16.5
Julian Edelman,NE,6.2,69.1,0.5,0.5,3.6,0.0,0.1,16.3
T.Y. Hilton,IND,5.6,72.8,0.6,0.0,0.0,0.0,0.1,16.1
Mike Evans,TB,5.0,77.1,0.5,0.1,0.5,0.0,0.0,15.5
Allen Robinson,CHI,5.6,70.1,0.5,0.0,0.1,0.0,0.1,15.5
Courtland Sutton,DEN,5.3,74.2,0.5,0.0,0.0,0.0,0.1,15.4
Tyreek Hill,KC,4.7,70.1,0.5,0.6,4.2,0.0,0.0,15.1
JuJu Smith-Schuster,PIT,4.9,66.7,0.6,0.2,1.1,0.0,0.0,15.0
John Brown,BUF,4.4,68.7,0.5,0.2,0.7,0.0,0.0,14.4
D.J. Chark,JAC,4.6,64.8,0.5,0.2,2.2,0.0,0.0,14.4
Tyler Boyd,CIN,5.6,64.5,0.4,0.1,0.7,0.0,0.1,14.4
Golden Tate,NYG,5.4,65.0,0.4,0.4,3.0,0.0,0.1,14.3
Marvin Jones,DET,4.3,62.1,0.6,0.1,0.2,0.0,0.0,13.8
Terry McLaurin,WAS,4.9,62.1,0.4,0.2,1.2,0.0,0.0,13.7
Brandin Cooks,LAR,4.2,61.2,0.4,0.6,3.9,0.0,0.0,13.4
Alshon Jeffery,PHI,4.8,55.9,0.4,0.1,0.6,0.0,0.0,13.2
Robert Woods,LAR,4.8,62.0,0.2,1.0,7.6,0.0,0.1,13.2
D.J. Moore,CAR,4.7,57.5,0.4,0.5,5.3,0.0,0.2,12.9
Odell Beckham Jr.,CLE,4.8,66.0,0.2,0.3,1.9,0.0,0.1,12.7
Kenny Stills,HOU,4.3,62.5,0.4,0.0,0.0,0.0,0.0,12.7
Marquez Valdes-Scantling,GB,3.8,61.7,0.4,0.3,2.3,0.0,0.0,12.5
Larry Fitzgerald,ARI,5.2,60.1,0.2,0.1,0.3,0.0,0.1,12.3
D.K. Metcalf,SEA,3.7,55.5,0.5,0.2,1.6,0.0,0.0,12.1
Jarvis Landry,CLE,4.1,57.2,0.3,0.2,1.4,0.0,0.0,12.0
Robby Anderson,NYJ,3.9,57.3,0.4,0.1,0.7,0.0,0.0,12.0
Tyrell Williams,OAK,4.3,57.9,0.3,0.0,0.1,0.0,0.0,11.7
Mike Williams,LAC,3.9,55.6,0.4,0.1,0.6,0.0,0.0,11.7
Corey Davis,TEN,4.1,54.3,0.3,0.2,1.1,0.0,0.0,11.3
Jamison Crowder,NYJ,4.9,53.9,0.2,0.2,1.2,0.0,0.1,11.2
Devante Parker,MIA,3.7,54.4,0.3,0.0,0.0,0.0,0.0,11.2
A.J. Brown,TEN,3.6,48.3,0.4,0.3,2.1,0.0,0.0,11.1
Dede Westbrook,JAC,4.4,51.5,0.2,0.6,4.6,0.0,0.1,11.1
Calvin Ridley,ATL,4.1,49.9,0.3,0.2,1.1,0.0,0.0,10.8
Curtis Samuel,CAR,3.9,47.4,0.2,0.8,6.5,0.1,0.0,10.7
Auden Tate,CIN,4.3,52.9,0.2,0.1,1.2,0.0,0.1,10.5
Cole Beasley,BUF,4.4,47.7,0.2,0.1,0.5,0.0,0.0,10.3
Preston Williams,MIA,3.8,51.5,0.1,0.3,1.6,0.0,0.0,9.9
Ted Ginn,NO,3.5,49.3,0.2,0.4,3.2,0.0,0.0,9.9
Alex Erickson,CIN,3.9,46.3,0.1,0.5,2.2,0.0,0.1,9.4
Diontae Johnson,PIT,3.3,41.2,0.2,0.6,3.9,0.0,0.1,9.2
Olabisi Johnson,MIN,3.4,42.1,0.3,0.1,0.3,0.0,0.0,9.1
Geronimo Allison,GB,3.4,45.2,0.2,0.2,1.4,0.0,0.1,9.0
Phillip Dorsett,NE,3.3,39.1,0.2,0.2,1.4,0.0,0.0,8.7
Keke Coutee,HOU,3.1,37.1,0.2,0.5,2.5,0.1,0.0,8.4
Danny Amendola,DET,3.4,40.4,0.1,0.0,0.1,0.0,0.0,8.3
Mohamed Sanu,NE,3.4,34.8,0.2,0.4,2.1,0.0,0.0,8.2
Emmanuel Sanders,SF,3.2,38.7,0.1,0.2,1.8,0.0,0.0,8.1
Darius Slayton,NYG,3.0,41.2,0.1,0.3,2.0,0.0,0.0,8.0
Sammy Watkins,KC,2.8,41.3,0.2,0.0,0.4,0.0,0.0,7.9
Nelson Agholor,PHI,3.1,38.3,0.1,0.2,1.2,0.0,0.0,7.7
DaeSean Hamilton,DEN,3.4,34.1,0.1,0.1,1.0,0.0,0.0,7.6
Christian Kirk,ARI,3.0,37.8,0.1,0.3,2.3,0.0,0.1,7.5
Adam Humphries,TEN,3.2,34.0,0.1,0.2,1.0,0.0,0.0,7.3
Demaryius Thomas,NYJ,3.1,35.6,0.1,0.0,0.0,0.0,0.0,7.2
Chris Conley,JAC,2.5,36.0,0.1,0.0,0.3,0.0,0.0,6.9
Paul Richardson,WAS,2.9,30.8,0.1,0.2,1.0,0.0,0.0,6.7
Trey Quinn,WAS,3.2,28.8,0.1,0.2,1.3,0.0,0.0,6.7
Anthony Miller,CHI,2.5,31.1,0.1,0.5,2.4,0.0,0.1,6.6
Jaron Brown,SEA,2.2,29.2,0.2,0.1,0.3,0.0,0.0,6.4
Zach Pascal,IND,2.3,29.2,0.1,0.1,1.1,0.0,0.0,6.2
Dante Pettis,SF,2.4,30.0,0.1,0.1,0.7,0.0,0.0,6.2
Keenan Allen,LAC,2.6,30.6,0.1,0.1,0.6,0.0,0.0,6.0
James Washington,PIT,2.1,31.1,0.1,0.0,0.0,0.0,0.0,6.0
Allen Lazard,GB,2.2,28.4,0.1,0.1,0.8,0.0,0.0,5.9
Albert Wilson,MIA,2.3,27.8,0.1,0.3,1.6,0.0,0.0,5.9
Marquise Goodwin,SF,2.0,28.9,0.1,0.3,2.2,0.0,0.0,5.8
Jakobi Meyers,NE,2.3,27.4,0.1,0.2,1.2,0.0,0.0,5.6
Taylor Gabriel,CHI,2.1,24.1,0.1,0.4,2.6,0.0,0.0,5.6
Damiere Byrd,ARI,2.2,25.3,0.1,0.1,0.6,0.0,0.0,5.3
Deebo Samuel,SF,2.1,23.6,0.1,0.2,1.0,0.0,0.0,5.2
David Moore,SEA,1.7,24.1,0.1,0.0,0.1,0.0,0.0,5.0
Mecole Hardman,KC,1.7,25.6,0.1,0.2,0.9,0.0,0.0,4.9
Demarcus Robinson,KC,1.8,24.1,0.1,0.0,0.0,0.0,0.0,4.9
Pharoh Cooper,ARI,2.2,21.9,0.1,0.1,0.6,0.0,0.0,4.8
