Player Name,Team,rec_att,rec_yds,rec_tds,fumbles,fpts
Travis Kelce,KC,5.7,77.4,0.6,0.1,16.9
Evan Engram,NYG,5.9,69.2,0.6,0.1,16.3
George Kittle,SF,6.2,70.3,0.5,0.1,16.1
Zach Ertz,PHI,6.3,66.6,0.5,0.1,15.7
Austin Hooper,ATL,6.0,62.0,0.5,0.1,15.1
Darren Waller,OAK,6.0,62.1,0.5,0.1,14.8
Mark Andrews,BAL,5.1,63.2,0.6,0.1,14.8
Hunter Henry,LAC,4.3,50.4,0.4,0.0,12.0
Delanie Walker,TEN,4.5,45.1,0.2,0.0,10.0
Jason Witten,DAL,3.9,39.7,0.4,0.1,9.9
Jimmy Graham,GB,3.5,40.8,0.3,0.0,9.2
Gerald Everett,LAR,3.5,38.7,0.2,0.0,8.4
Eric Ebron,IND,3.3,36.2,0.2,0.0,7.9
T.J. Hockenson,DET,3.4,37.6,0.1,0.0,7.8
Dawson Knox,BUF,2.8,32.9,0.1,0.0,6.9
Jack Doyle,IND,3.2,29.1,0.1,0.1,6.8
Darren Fells,HOU,2.9,29.8,0.1,0.0,6.7
Noah Fant,DEN,2.9,30.5,0.1,0.0,6.6
Josh Hill,NO,3.3,29.1,0.1,0.1,6.5
Dallas Goedert,PHI,2.8,28.2,0.1,0.0,6.3
Jordan Akins,HOU,2.4,28.8,0.1,0.0,5.9
Tyler Eifert,CIN,2.3,24.3,0.1,0.0,5.5
Tyler Higbee,LAR,2.4,23.8,0.1,0.0,5.4
Hayden Hurst,BAL,2.3,25.7,0.1,0.0,5.4
Trey Burton,CHI,2.5,24.8,0.1,0.0,5.4
Mike Gesicki,MIA,2.4,27.2,0.1,0.0,5.4
Vernon Davis,WAS,2.3,30.6,0.0,0.0,5.3
Luke Willson,SEA,2.3,24.5,0.1,0.0,5.2
Jeremy Sprinkle,WAS,2.4,24.0,0.1,0.0,5.2
Nick Boyle,BAL,2.3,21.7,0.1,0.0,5.0
Chris Herndon IV,NYJ,2.1,26.9,0.0,0.0,4.9
Marcedes Lewis,GB,1.7,21.8,0.1,0.0,4.7
Benjamin Watson,NE,2.0,20.8,0.1,0.0,4.6
Foster Moreau,OAK,1.8,18.9,0.1,0.0,4.4
C.J. Uzomah,CIN,1.8,20.3,0.1,0.0,4.3
Kyle Rudolph,MIN,1.8,18.3,0.1,0.0,4.2
Blake Jarwin,DAL,1.7,19.7,0.1,0.0,4.2
Jeff Heuerman,DEN,1.8,17.9,0.1,0.0,4.1
Seth DeValve,JAC,1.6,19.3,0.1,0.0,4.0
Ryan Griffin,NYJ,1.7,19.0,0.1,0.0,4.0
Charles Clay,ARI,1.7,17.8,0.1,0.0,4.0
Tyler Kroft,BUF,1.6,17.8,0.1,0.0,4.0
Irv Smith Jr.,MIN,1.6,17.9,0.1,0.0,3.8
Jonnu Smith,TEN,1.6,17.1,0.1,0.0,3.8
Josh Oliver,JAC,1.6,17.6,0.1,0.0,3.7
Maxx Williams,ARI,1.5,15.9,0.1,0.0,3.5
Jacob Hollister,SEA,1.5,15.9,0.0,0.0,3.3
Rhett Ellison,NYG,1.5,14.2,0.1,0.0,3.3
Robert Tonyan,GB,1.3,15.4,0.1,0.0,3.2
Tommy Sweeney,BUF,1.2,14.4,0.1,0.0,3.1
Jesse James,DET,1.4,13.8,0.1,0.0,3.1
Adam Shaheen,CHI,1.3,12.4,0.0,0.0,2.8
Mo Alie-Cox,IND,1.1,11.8,0.1,0.0,2.5
Luke Stocker,ATL,1.2,10.1,0.0,0.0,2.4
Logan Thomas,DET,1.2,10.4,0.0,0.0,2.4
Brian Parker,NO,1.3,10.7,0.0,0.0,2.4
Andrew Beck,DEN,1.1,11.4,0.0,0.0,2.2
Lee Smith,BUF,1.0,7.7,0.1,0.0,2.2
Logan Paulsen,HOU,0.7,7.2,0.1,0.0,2.0
Nick O'Leary,MIA,0.8,10.8,0.0,0.0,1.9
Virgil Green,LAC,0.8,8.7,0.0,0.0,1.9
Ben Koyack,JAC,0.9,7.8,0.0,0.0,1.9
Drew Sample,CIN,0.9,8.8,0.0,0.0,1.8
Derek Carrier,OAK,0.8,8.0,0.0,0.0,1.7
Ross Dwelley,SF,0.8,7.3,0.0,0.0,1.7
J.P. Holtz,CHI,0.7,7.6,0.0,0.0,1.5
Levine Toilolo,SF,0.6,6.9,0.0,0.0,1.5
Jace Sternberger,GB,0.7,7.5,0.0,0.0,1.4
Hale Hentges,WAS,0.7,7.0,0.0,0.0,1.4
Blake Bell,KC,0.7,7.0,0.0,0.0,1.4
Johnny Mundt,LAR,0.6,6.8,0.0,0.0,1.3
Durham Smythe,MIA,0.6,7.0,0.0,0.0,1.3
Ben Braunecker,CHI,0.6,6.6,0.0,0.0,1.2
Jaeden Graham,ATL,0.5,5.9,0.0,0.0,1.2
Eric Tomlinson,NE,0.6,6.1,0.0,0.0,1.2
Deon Yelder,KC,0.5,5.6,0.0,0.0,1.2
MyCole Pruitt,TEN,0.6,5.6,0.0,0.0,1.2
Anthony Firkser,TEN,0.6,6.2,0.0,0.0,1.2
Garrett Celek,SF,0.4,4.9,0.0,0.0,1.1
Dalton Schultz,DAL,0.5,5.1,0.0,0.0,1.0
Trevon Wesco,NYJ,0.4,4.8,0.0,0.0,0.9
Tyler Conklin,MIN,0.4,4.8,0.0,0.0,0.9
Daniel Brown,NYJ,0.4,4.4,0.0,0.0,0.9
Lance Kendricks,LAC,0.4,4.6,0.0,0.0,0.9
Cethan Carter,CIN,0.2,2.5,0.0,0.0,0.5
Jerome Cunningham,WAS,0.1,1.1,0.0,0.0,0.3
Evan Baylis,GB,0.1,1.0,0.0,0.0,0.2
Darrell Daniels,ARI,0.1,1.0,0.0,0.0,0.2
Kaden Smith,NYG,0.0,0.0,0.0,0.0,0.0
Garrett Dickerson,NYG,0.0,0.0,0.0,0.0,0.0
